"year","model","ensemble","variable","experiment","value","unit","problem_file"
1850,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000429551873821765,"1e-6",NA
1851,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000429900828748941,"1e-6",NA
1852,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000429731793701649,"1e-6",NA
1853,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000429848820203915,"1e-6",NA
1854,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000430764863267541,"1e-6",NA
1855,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000431053253123537,"1e-6",NA
1856,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000430472806328908,"1e-6",NA
1857,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00043104073847644,"1e-6",NA
1858,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000431755994213745,"1e-6",NA
1859,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000431944383308291,"1e-6",NA
1860,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433030159911141,"1e-6",NA
1861,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433057430200279,"1e-6",NA
1862,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00043279942474328,"1e-6",NA
1863,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433011446148157,"1e-6",NA
1864,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433378270827234,"1e-6",NA
1865,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433555047493428,"1e-6",NA
1866,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433140725363046,"1e-6",NA
1867,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000432959001045674,"1e-6",NA
1868,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433393084676936,"1e-6",NA
1869,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433949957368895,"1e-6",NA
1870,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433526089182124,"1e-6",NA
1871,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433388544479385,"1e-6",NA
1872,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433426321251318,"1e-6",NA
1873,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433706882176921,"1e-6",NA
1874,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435054913396016,"1e-6",NA
1875,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000434955843957141,"1e-6",NA
1876,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000434252404375002,"1e-6",NA
1877,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000434508750913665,"1e-6",NA
1878,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435251044109464,"1e-6",NA
1879,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435489200754091,"1e-6",NA
1880,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000436312489910051,"1e-6",NA
1881,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435816444223747,"1e-6",NA
1882,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435892579844221,"1e-6",NA
1883,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435811409261078,"1e-6",NA
1884,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00043419495341368,"1e-6",NA
1885,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000432938250014558,"1e-6",NA
1886,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000432402332080528,"1e-6",NA
1887,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000432125991210341,"1e-6",NA
1888,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000432420347351581,"1e-6",NA
1889,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000433639099355787,"1e-6",NA
1890,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435582129284739,"1e-6",NA
1891,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435006542829797,"1e-6",NA
1892,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00043407068005763,"1e-6",NA
1893,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000435889611253515,"1e-6",NA
1894,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000436962669482455,"1e-6",NA
1895,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000438175280578434,"1e-6",NA
1896,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000438638817286119,"1e-6",NA
1897,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000439435098087415,"1e-6",NA
1898,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000439360679592937,"1e-6",NA
1899,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000440010102465749,"1e-6",NA
1900,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000441493175458163,"1e-6",NA
1901,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000442391406977549,"1e-6",NA
1902,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000442352727986872,"1e-6",NA
1903,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000441111478721723,"1e-6",NA
1904,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000440757168689743,"1e-6",NA
1905,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000441085372585803,"1e-6",NA
1906,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000440823787357658,"1e-6",NA
1907,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00044161721598357,"1e-6",NA
1908,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00044212507782504,"1e-6",NA
1909,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000443026248831302,"1e-6",NA
1910,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000442933320300654,"1e-6",NA
1911,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000442568998550996,"1e-6",NA
1912,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00044331606477499,"1e-6",NA
1913,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000443769415142015,"1e-6",NA
1914,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000444494507974014,"1e-6",NA
1915,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000445836019935086,"1e-6",NA
1916,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000447885657195002,"1e-6",NA
1917,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000448118371423334,"1e-6",NA
1918,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000448791775852442,"1e-6",NA
1919,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000450434832600877,"1e-6",NA
1920,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000451340631116182,"1e-6",NA
1921,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000450434861704707,"1e-6",NA
1922,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000450335355708376,"1e-6",NA
1923,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000452296750154346,"1e-6",NA
1924,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000452708918601274,"1e-6",NA
1925,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000452357227914035,"1e-6",NA
1926,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000453317596111447,"1e-6",NA
1927,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000454052002169192,"1e-6",NA
1850,"BNU-ESM","r1i1p1","co2","esmHistorical",0,"1e-6",NA
1930,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000453814951470122,"1e-6",NA
1931,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000455311150290072,"1e-6",NA
1932,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000456541369203478,"1e-6",NA
1933,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000456241599749774,"1e-6",NA
1934,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000456576381111518,"1e-6",NA
1935,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000456379115348682,"1e-6",NA
1936,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000455648230854422,"1e-6",NA
1937,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000456320703960955,"1e-6",NA
1938,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000457553484011441,"1e-6",NA
1939,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000458083959529176,"1e-6",NA
1940,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000458562659332529,"1e-6",NA
1941,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000459541421150789,"1e-6",NA
1942,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000461307121440768,"1e-6",NA
1943,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000462472002254799,"1e-6",NA
1944,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000461945368442684,"1e-6",NA
1945,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000462446390883997,"1e-6",NA
1946,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000463821459561586,"1e-6",NA
1947,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000464566342998296,"1e-6",NA
1948,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000465900637209415,"1e-6",NA
1949,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000467464938992634,"1e-6",NA
1950,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000468018901301548,"1e-6",NA
1951,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000469205755507573,"1e-6",NA
1952,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000470406987005845,"1e-6",NA
1953,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000469563936349005,"1e-6",NA
1954,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000469998689368367,"1e-6",NA
1955,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000472650746814907,"1e-6",NA
1956,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000472864921903238,"1e-6",NA
1957,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000472714862553403,"1e-6",NA
1958,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000474097090773284,"1e-6",NA
1959,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000476683111628518,"1e-6",NA
1960,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000477413326734677,"1e-6",NA
1961,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000477953028166667,"1e-6",NA
1962,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000479097740026191,"1e-6",NA
1963,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000479632813949138,"1e-6",NA
1964,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000481015478726476,"1e-6",NA
1965,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000482238305266947,"1e-6",NA
1966,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000483818090287969,"1e-6",NA
1967,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000485794502310455,"1e-6",NA
1968,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000487662211526185,"1e-6",NA
1969,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000490071659442037,"1e-6",NA
1970,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00049224792746827,"1e-6",NA
1971,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000494396139401942,"1e-6",NA
1972,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000495187006890774,"1e-6",NA
1973,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000497313390951604,"1e-6",NA
1974,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000499983143527061,"1e-6",NA
1975,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00050141237443313,"1e-6",NA
1976,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000502947135828435,"1e-6",NA
1977,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000505615957081318,"1e-6",NA
1978,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000508110388182104,"1e-6",NA
1979,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000510425132233649,"1e-6",NA
1980,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000513700942974538,"1e-6",NA
1981,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000515880412422121,"1e-6",NA
1982,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00051663035992533,"1e-6",NA
1983,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000518066924996674,"1e-6",NA
1984,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00052046834025532,"1e-6",NA
1985,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000522427668329328,"1e-6",NA
1986,"BNU-ESM","r1i1p1","co2","esmHistorical",0.00052620901260525,"1e-6",NA
1987,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000528018281329423,"1e-6",NA
1988,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000530063291080296,"1e-6",NA
1989,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000533321988768876,"1e-6",NA
1990,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000536324339918792,"1e-6",NA
1991,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000540113192982972,"1e-6",NA
1992,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000542266818229109,"1e-6",NA
1993,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000544811249710619,"1e-6",NA
1994,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000546796014532447,"1e-6",NA
1995,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000549854012206197,"1e-6",NA
1996,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000552712532225996,"1e-6",NA
1997,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000556740269530565,"1e-6",NA
1998,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000561341759748757,"1e-6",NA
1999,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000564138463232666,"1e-6",NA
2000,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000566207687370479,"1e-6",NA
2001,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000570146250538528,"1e-6",NA
2002,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000572772289160639,"1e-6",NA
2003,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000576191989239305,"1e-6",NA
2004,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000578776991460472,"1e-6",NA
2005,"BNU-ESM","r1i1p1","co2","esmHistorical",0.000581204716581851,"1e-6",NA
2006,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000585362315177917,"1e-6",NA
2007,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000586805166676641,"1e-6",NA
2008,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000588391907513142,"1e-6",NA
2009,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000592672673519701,"1e-6",NA
2010,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000595661927945912,"1e-6",NA
2011,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00059898680774495,"1e-6",NA
2012,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000604221306275576,"1e-6",NA
2013,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000608252012170851,"1e-6",NA
2014,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000611340976320207,"1e-6",NA
2015,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000615564989857376,"1e-6",NA
2016,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000619412749074399,"1e-6",NA
2017,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000623504864051938,"1e-6",NA
2018,"BNU-ESM","r1i1p1","co2","esmrcp85",0.0006289774319157,"1e-6",NA
2019,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000633833173196763,"1e-6",NA
2020,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000636960379779339,"1e-6",NA
2021,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000641875434666872,"1e-6",NA
2022,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000646371685434133,"1e-6",NA
2023,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00065001385519281,"1e-6",NA
2024,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000655889045447111,"1e-6",NA
2025,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000661000900436193,"1e-6",NA
2026,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00066452199826017,"1e-6",NA
2027,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000670654117129743,"1e-6",NA
2028,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000676518306136131,"1e-6",NA
2029,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000679828808642924,"1e-6",NA
2030,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000685632752720267,"1e-6",NA
2031,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000693214999046177,"1e-6",NA
2032,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000699569471180439,"1e-6",NA
2033,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000703710014931858,"1e-6",NA
2034,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000709658081177622,"1e-6",NA
2035,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000715898175258189,"1e-6",NA
2036,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000722933851648122,"1e-6",NA
2037,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000732157088350505,"1e-6",NA
2038,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000738145725335926,"1e-6",NA
2039,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000742830045055598,"1e-6",NA
2040,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00075124332215637,"1e-6",NA
2041,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00075960997492075,"1e-6",NA
2042,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00076855398947373,"1e-6",NA
2043,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000775976572185755,"1e-6",NA
2044,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00078341452172026,"1e-6",NA
2045,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000791717786341906,"1e-6",NA
2046,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000801713904365897,"1e-6",NA
2047,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000809109245892614,"1e-6",NA
2048,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000817814958281815,"1e-6",NA
2049,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000828801887109876,"1e-6",NA
2050,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000838262785691768,"1e-6",NA
2051,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000848993484396487,"1e-6",NA
2052,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000861219712533057,"1e-6",NA
2053,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000871049996931106,"1e-6",NA
2054,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00088119535939768,"1e-6",NA
2055,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000891003001015633,"1e-6",NA
2056,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000903166364878416,"1e-6",NA
2057,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000915512209758162,"1e-6",NA
2058,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000929315283428878,"1e-6",NA
2059,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000942752812989056,"1e-6",NA
2060,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000954162678681314,"1e-6",NA
2061,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000965743965934962,"1e-6",NA
2062,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000977482064627111,"1e-6",NA
2063,"BNU-ESM","r1i1p1","co2","esmrcp85",0.000990265049040318,"1e-6",NA
2064,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00100286095403135,"1e-6",NA
2065,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00101462984457612,"1e-6",NA
2066,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00102838419843465,"1e-6",NA
2067,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00104195403400809,"1e-6",NA
2068,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00105502724181861,"1e-6",NA
2069,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00106793222948909,"1e-6",NA
2070,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00108084757812321,"1e-6",NA
2071,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00109530915506184,"1e-6",NA
2072,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00110846385359764,"1e-6",NA
2073,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00112232973333448,"1e-6",NA
2074,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00113648746628314,"1e-6",NA
2075,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00114871771074831,"1e-6",NA
2076,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00116368941962719,"1e-6",NA
2077,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00117878953460604,"1e-6",NA
2078,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00119188509415835,"1e-6",NA
2079,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00120568845886737,"1e-6",NA
2080,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00121969869360328,"1e-6",NA
2081,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00123275618534535,"1e-6",NA
2082,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00124497630167753,"1e-6",NA
2083,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00125875161029398,"1e-6",NA
2084,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00127521122340113,"1e-6",NA
2085,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00129017769359052,"1e-6",NA
2086,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00130588852334768,"1e-6",NA
2087,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00132134661544114,"1e-6",NA
2088,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00133558816742152,"1e-6",NA
2089,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00134917802643031,"1e-6",NA
2090,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00136466801632196,"1e-6",NA
2091,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00138027698267251,"1e-6",NA
2092,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00139515451155603,"1e-6",NA
2093,"BNU-ESM","r1i1p1","co2","esmrcp85",0.001409049378708,"1e-6",NA
2094,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00142545707058161,"1e-6",NA
2095,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00144222867675126,"1e-6",NA
2096,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00145779468584806,"1e-6",NA
2097,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00147191202268004,"1e-6",NA
2098,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00148464587982744,"1e-6",NA
2099,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00149980606511235,"1e-6",NA
2100,"BNU-ESM","r1i1p1","co2","esmrcp85",0.00151525100227445,"1e-6",NA
1850,"CanESM2","r1i1p1","co2","esmHistorical",288.027648925781,"1e-6",NA
1851,"CanESM2","r1i1p1","co2","esmHistorical",287.612640380859,"1e-6",NA
1852,"CanESM2","r1i1p1","co2","esmHistorical",288.472961425781,"1e-6",NA
1853,"CanESM2","r1i1p1","co2","esmHistorical",289.159790039062,"1e-6",NA
1854,"CanESM2","r1i1p1","co2","esmHistorical",288.517211914062,"1e-6",NA
1855,"CanESM2","r1i1p1","co2","esmHistorical",287.674377441406,"1e-6",NA
1856,"CanESM2","r1i1p1","co2","esmHistorical",286.619018554688,"1e-6",NA
1857,"CanESM2","r1i1p1","co2","esmHistorical",286.859680175781,"1e-6",NA
1858,"CanESM2","r1i1p1","co2","esmHistorical",287.24951171875,"1e-6",NA
1859,"CanESM2","r1i1p1","co2","esmHistorical",285.704925537109,"1e-6",NA
1860,"CanESM2","r1i1p1","co2","esmHistorical",285.702331542969,"1e-6",NA
1861,"CanESM2","r1i1p1","co2","esmHistorical",284.662628173828,"1e-6",NA
1862,"CanESM2","r1i1p1","co2","esmHistorical",284.221130371094,"1e-6",NA
1863,"CanESM2","r1i1p1","co2","esmHistorical",285.114288330078,"1e-6",NA
1864,"CanESM2","r1i1p1","co2","esmHistorical",286.129028320312,"1e-6",NA
1865,"CanESM2","r1i1p1","co2","esmHistorical",286.561889648438,"1e-6",NA
1866,"CanESM2","r1i1p1","co2","esmHistorical",287.242340087891,"1e-6",NA
1867,"CanESM2","r1i1p1","co2","esmHistorical",288.397766113281,"1e-6",NA
1868,"CanESM2","r1i1p1","co2","esmHistorical",288.134063720703,"1e-6",NA
1869,"CanESM2","r1i1p1","co2","esmHistorical",287.613861083984,"1e-6",NA
1870,"CanESM2","r1i1p1","co2","esmHistorical",286.644226074219,"1e-6",NA
1871,"CanESM2","r1i1p1","co2","esmHistorical",287.502319335938,"1e-6",NA
1872,"CanESM2","r1i1p1","co2","esmHistorical",288.456298828125,"1e-6",NA
1873,"CanESM2","r1i1p1","co2","esmHistorical",288.242431640625,"1e-6",NA
1874,"CanESM2","r1i1p1","co2","esmHistorical",289.576232910156,"1e-6",NA
1875,"CanESM2","r1i1p1","co2","esmHistorical",290.084594726562,"1e-6",NA
1876,"CanESM2","r1i1p1","co2","esmHistorical",289.211212158203,"1e-6",NA
1877,"CanESM2","r1i1p1","co2","esmHistorical",287.842468261719,"1e-6",NA
1878,"CanESM2","r1i1p1","co2","esmHistorical",289.466003417969,"1e-6",NA
1879,"CanESM2","r1i1p1","co2","esmHistorical",289.797882080078,"1e-6",NA
1880,"CanESM2","r1i1p1","co2","esmHistorical",288.690155029297,"1e-6",NA
1881,"CanESM2","r1i1p1","co2","esmHistorical",287.449371337891,"1e-6",NA
1882,"CanESM2","r1i1p1","co2","esmHistorical",288.06982421875,"1e-6",NA
1883,"CanESM2","r1i1p1","co2","esmHistorical",290.235260009766,"1e-6",NA
1884,"CanESM2","r1i1p1","co2","esmHistorical",289.89013671875,"1e-6",NA
1885,"CanESM2","r1i1p1","co2","esmHistorical",287.339324951172,"1e-6",NA
1886,"CanESM2","r1i1p1","co2","esmHistorical",287.4013671875,"1e-6",NA
1887,"CanESM2","r1i1p1","co2","esmHistorical",288.158874511719,"1e-6",NA
1888,"CanESM2","r1i1p1","co2","esmHistorical",288.530059814453,"1e-6",NA
1889,"CanESM2","r1i1p1","co2","esmHistorical",289.153381347656,"1e-6",NA
1890,"CanESM2","r1i1p1","co2","esmHistorical",289.665649414062,"1e-6",NA
1891,"CanESM2","r1i1p1","co2","esmHistorical",289.244262695312,"1e-6",NA
1892,"CanESM2","r1i1p1","co2","esmHistorical",288.817840576172,"1e-6",NA
1893,"CanESM2","r1i1p1","co2","esmHistorical",287.743560791016,"1e-6",NA
1894,"CanESM2","r1i1p1","co2","esmHistorical",288.324401855469,"1e-6",NA
1895,"CanESM2","r1i1p1","co2","esmHistorical",288.585296630859,"1e-6",NA
1896,"CanESM2","r1i1p1","co2","esmHistorical",289.132202148438,"1e-6",NA
1897,"CanESM2","r1i1p1","co2","esmHistorical",289.411895751953,"1e-6",NA
1898,"CanESM2","r1i1p1","co2","esmHistorical",289.634918212891,"1e-6",NA
1899,"CanESM2","r1i1p1","co2","esmHistorical",290.524932861328,"1e-6",NA
1900,"CanESM2","r1i1p1","co2","esmHistorical",290.536590576172,"1e-6",NA
