"year","variable","ensemble","model","experiment","value"
2077,"heatflux","r1i1p1","MIROC5","rcp45",2.52908166249593
2078,"heatflux","r1i1p1","MIROC5","rcp45",2.43078834811846
2079,"heatflux","r1i1p1","MIROC5","rcp45",2.47798832257589
2080,"heatflux","r1i1p1","MIROC5","rcp45",2.70738836129506
2081,"heatflux","r1i1p1","MIROC5","rcp45",2.95104563236237
2082,"heatflux","r1i1p1","MIROC5","rcp45",3.07276827096939
2083,"heatflux","r1i1p1","MIROC5","rcp45",2.35343591372172
2084,"heatflux","r1i1p1","MIROC5","rcp45",1.58336428801219
2085,"heatflux","r1i1p1","MIROC5","rcp45",2.20267158746719
2086,"heatflux","r1i1p1","MIROC5","rcp45",3.66855126619339
2087,"heatflux","r1i1p1","MIROC5","rcp45",3.02597296237946
2088,"heatflux","r1i1p1","MIROC5","rcp45",3.32769441604614
2089,"heatflux","r1i1p1","MIROC5","rcp45",1.62382972240448
2090,"heatflux","r1i1p1","MIROC5","rcp45",1.28665908177694
2091,"heatflux","r1i1p1","MIROC5","rcp45",3.08524998029073
2092,"heatflux","r1i1p1","MIROC5","rcp45",3.10274722178777
2093,"heatflux","r1i1p1","MIROC5","rcp45",2.86932430664698
2094,"heatflux","r1i1p1","MIROC5","rcp45",2.53764001528422
2095,"heatflux","r1i1p1","MIROC5","rcp45",2.68642675876617
2096,"heatflux","r1i1p1","MIROC5","rcp45",2.82137395938238
2097,"heatflux","r1i1p1","MIROC5","rcp45",1.96252926190694
2098,"heatflux","r1i1p1","MIROC5","rcp45",2.57910553614298
2099,"heatflux","r1i1p1","MIROC5","rcp45",2.60873917738597
2100,"heatflux","r1i1p1","MIROC5","rcp45",2.61335988839467
2006,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.04291610916456
2007,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.39071249961853
2008,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.79221355418364
2009,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.77472438663244
2010,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.00523800651232
2011,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.15613790915813
2012,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.8348392645518
2013,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.08103742202123
2014,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.92400928338369
2015,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.94213744004567
2016,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.11129926517606
2017,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.05326433976491
2018,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.01845877369245
2019,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.22079236766634
2020,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.09209414323171
2021,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.00270481904348
2022,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.19617027789354
2023,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.15200930833817
2024,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.32842027877147
2025,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.53933142622312
2026,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.5565224091212
2027,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.27611740430196
2028,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.25565507014593
2029,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.1343911588192
2030,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.32848554104567
2031,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.89221128945549
2032,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.85005567471186
2033,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.14624404907227
2034,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.47186551491419
2035,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.14672395586967
2036,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.85435805593928
2037,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.99747385581334
2038,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.71805451313655
2039,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.07565796126922
2040,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.48869710415602
2041,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.61126629511515
2042,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.78853521496058
2043,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.61330878237883
2044,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.27918488780657
2045,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.63758689165115
2046,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.86050236225128
2047,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.90188819666704
2048,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.67568103472392
2049,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.62836583455404
2050,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.78091855347157
2051,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.74003269771735
2052,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.36823732157548
2053,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.07480057080587
2054,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.54599499702454
2055,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.3595733443896
2056,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.88062570523471
2057,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.19492747386297
2058,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.75281851490339
2059,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.71448079744975
2060,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.65720609823863
2061,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.40794291843971
2062,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.30315599838893
2063,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.28700212637583
2064,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.57126686473688
2065,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.13977113366127
2066,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.05877715349197
2067,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.43564314643542
2068,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.74949457123876
2069,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.23031554122766
2070,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.10874563455582
2071,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.89343316853046
2072,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.75672892729441
2073,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.67442801594734
2074,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.17188949634631
2075,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.84379517038663
2076,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.02656850094597
2077,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.06738070150216
2078,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.92160713672638
2079,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.01261120041211
2080,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.54680851598581
2081,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.67835145567854
2082,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.31048663457235
2083,"heatflux","r1i1p1","MIROC-ESM","rcp45",4.25281522671382
2084,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.27619528770447
2085,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.31626465916634
2086,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.33005199829737
2087,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.52171299854914
2088,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.70623351633549
2089,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.89366800586383
2090,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.73768212397893
2091,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.69710257649422
2092,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.444845850269
2093,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.10345793763796
2094,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.80165702601274
2095,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.22790027161439
2096,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.8849217693011
2097,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.12095274527868
2098,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.86519505083561
2099,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.8393807609876
2100,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.1154399116834
2101,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.0985209196806
2102,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.67742179334164
2103,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.6109780917565
2104,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.1995048498114
2105,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.96180925766627
2106,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.75663739442825
2107,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.48393829911947
2108,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.47455949584643
2109,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.63070571422577
2110,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.81313614795605
2111,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.17720708250999
2112,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.63490759332975
2113,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.17883012195428
2114,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.38688056667646
2115,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.43164650350809
2116,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.85913930336634
2117,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.19331721340617
2118,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.52236969644825
2119,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.08937105039755
2120,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.24152067303658
2121,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.81141559282939
2122,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.34557529787223
2123,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.29622470339139
2124,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.33226447800795
2125,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.97452716032664
2126,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.00824718674024
2127,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.84356067577998
2128,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.35404815276464
2129,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.28530022998651
2130,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.263081351916
2131,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.59224660197894
2132,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.19535319010417
2133,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.79624861975511
2134,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.25618665913741
2135,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.66340514520804
2136,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.3767947157224
2137,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.99333092073599
2138,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.43120597302914
2139,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.40679883460204
2140,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.64542039235433
2141,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.67423806587855
2142,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.62528876215219
2143,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.98097243408362
2144,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.75554442405701
2145,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.62241768836975
2146,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.46385976672173
2147,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.74801890055339
2148,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.88434618711472
2149,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.37338483830293
2150,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.02975876132647
2151,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.04742767413457
2152,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.55106489608685
2153,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.84665368000666
2154,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.69260004659494
2155,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.47785310943921
2156,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.96043878793716
2157,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.0245648821195
2158,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.29261043741523
2159,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.91363763809204
2160,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.19309770936767
2161,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.17261677235365
2162,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.2614740729332
2163,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.45496388276418
2164,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.21949634949366
2165,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.92910212775071
2166,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.23149148126443
2167,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.75143991410732
2168,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.73522007465363
2169,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.33808136979739
2170,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.86614557603995
2171,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.10587905844053
2172,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.24057058493296
2173,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.58520314532022
2174,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.14755111932755
2175,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.17071237166723
2176,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.40070659915606
2177,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.90923576553663
2178,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.0976756910483
2179,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.09159806370735
2180,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.85902415464322
2181,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.06762830416361
2182,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.99186662336191
2183,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.58627565701803
2184,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.06460023174683
2185,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.21079201002916
2186,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.58222489804029
2187,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.07173260052999
2188,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.68861635526021
2189,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.14033085107803
2190,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.79881148226559
2191,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.42117015024026
2192,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.65923325220744
2193,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.09459946552912
2194,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.70358435312907
2195,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.22853736579418
2196,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.11083548267682
2197,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.90788782636325
2198,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.24465521176656
2199,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.36341832081477
2200,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.99759684006373
2201,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.28313722709815
2202,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.79954806466897
2203,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.21336482961973
2204,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.68572109937668
2205,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.44533026218414
2206,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.7999883890152
2207,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.45587885876497
2208,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.20764442284902
2209,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.23751064141591
2210,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.11806933085124
2211,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.06206899881363
2212,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.93515144785245
2213,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.86355631550153
2214,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.72772226979335
2215,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.85453283290068
2216,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.08821748445431
2217,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.32392312958837
2218,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.06564297278722
2219,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.04753545920054
2220,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.75093531608582
2221,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.65263602820536
2222,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.87767548362414
2223,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.95749156673749
2224,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.86969115585089
2225,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.32861803968747
2226,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.74925485998392
2227,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.21283336604635
2228,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.72032273809115
2229,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.1725150346756
2230,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.14160602291425
2231,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.6573680639267
2232,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.08559147423754
2233,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.01398167014122
2234,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.05922882258892
2235,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.5732163687547
2236,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.03850514690081
2237,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.83523928125699
2238,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.6887922262152
2239,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.51483195026716
2240,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.83979428807894
2241,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.58636560539405
2242,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.01146799822648
2243,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.62939962248007
2244,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.18268914024035
2245,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.90623413523038
2246,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.27254214882851
2247,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.73613683879375
2248,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.47862101097902
2249,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.0493122736613
2250,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.80238556861877
2251,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.81030527999004
2252,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.83855577806632
2253,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.77496149142583
2254,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.55735988418261
2255,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.82253007590771
2256,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.12881354615092
2257,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.11501461515824
2258,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.90744562943776
2259,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.53718610604604
2260,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.64638617696861
2261,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.72928584615389
2262,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.222753961881
2263,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.90058490975449
2264,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.57275547583898
2265,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.41468216727177
2266,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.7098700106144
2267,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.548876841863
2268,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.15890015165011
2269,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.11767268180847
2270,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.94190486272176
2271,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.16189950704575
2272,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.30793868253628
2273,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.84377583861351
2274,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.9721804857254
2275,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.42448024700085
2276,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.4942894478639
2277,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.65310620764891
2278,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.85626568769415
2279,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.75580863965054
2280,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.82482745250066
2281,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.9209957520167
2282,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.98522865275542
2283,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.59232411036889
2284,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.08075630913178
2285,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.67805816729863
2286,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.66399562358856
2287,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.7404693638285
2288,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.91635630528132
2289,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.46167824417353
2290,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.0451275507609
2291,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.02198619643847
2292,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.97811636328697
2293,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.32557101547718
2294,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.93322881062826
2295,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.17338018119335
2296,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.31735088427862
2297,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.88725968574484
2298,"heatflux","r1i1p1","MIROC-ESM","rcp45",3.02957703669866
2299,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.72956070676446
2300,"heatflux","r1i1p1","MIROC-ESM","rcp45",2.4826633532842
2006,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.02846805254618
2007,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.0453413327535
2008,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.88740944117308
2009,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.04917167623838
2010,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.54983075459798
2011,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.07250986496607
2012,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.52363272507985
2013,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.94835953911146
2014,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.18922837078571
2015,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.32215304176013
2016,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.85822596152624
2017,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.02837279438972
2018,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.84664630889893
2019,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.80495764811834
2020,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.31966912249724
2021,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.92015428344409
2022,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.66394723206758
2023,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.69794003168742
2024,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.10874856511752
2025,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.65566927194595
2026,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.11604431271553
2027,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.2012443592151
2028,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.19367800156275
2029,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.76072787245115
2030,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.18438915411631
2031,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",2.89596612751484
2032,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.20939261714617
2033,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.09726882477601
2034,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.55689485867818
2035,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.339097554485
2036,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.5238677461942
2037,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.25417230526606
2038,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.41453061190744
2039,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.50400027632713
2040,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.66785581906637
2041,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.78068255384763
2042,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.38365524013837
2043,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.2306576470534
2044,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.99275043606758
2045,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.13205696083605
2046,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.89973636964957
2047,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.71540357669195
2048,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",4.0178878766795
2049,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.52497465908527
2050,"heatflux","r1i1p1","MIROC-ESM-CHEM","rcp45",3.50273433327675
