"year","variable","ensemble","model","experiment","value"
2048,"heatflux","r5i1p1","CanESM2","rcp45",1.83654800057411
2049,"heatflux","r5i1p1","CanESM2","rcp45",1.55361625552177
2050,"heatflux","r5i1p1","CanESM2","rcp45",1.71472392479579
2051,"heatflux","r5i1p1","CanESM2","rcp45",2.14659360051155
2052,"heatflux","r5i1p1","CanESM2","rcp45",1.03825753927231
2053,"heatflux","r5i1p1","CanESM2","rcp45",1.0233720044295
2054,"heatflux","r5i1p1","CanESM2","rcp45",1.97656408945719
2055,"heatflux","r5i1p1","CanESM2","rcp45",2.1534091681242
2056,"heatflux","r5i1p1","CanESM2","rcp45",1.32089724143346
2057,"heatflux","r5i1p1","CanESM2","rcp45",1.06452774380644
2058,"heatflux","r5i1p1","CanESM2","rcp45",2.59710285067558
2059,"heatflux","r5i1p1","CanESM2","rcp45",1.38221712907155
2060,"heatflux","r5i1p1","CanESM2","rcp45",1.39571776986122
2061,"heatflux","r5i1p1","CanESM2","rcp45",2.16542794307073
2062,"heatflux","r5i1p1","CanESM2","rcp45",0.977766931056976
2063,"heatflux","r5i1p1","CanESM2","rcp45",1.72399277488391
2064,"heatflux","r5i1p1","CanESM2","rcp45",1.88077625632286
2065,"heatflux","r5i1p1","CanESM2","rcp45",1.94128322601318
2066,"heatflux","r5i1p1","CanESM2","rcp45",1.69817287723223
2067,"heatflux","r5i1p1","CanESM2","rcp45",1.79440952837467
2068,"heatflux","r5i1p1","CanESM2","rcp45",1.34140364825726
2069,"heatflux","r5i1p1","CanESM2","rcp45",1.53825579583645
2070,"heatflux","r5i1p1","CanESM2","rcp45",1.96924390395482
2071,"heatflux","r5i1p1","CanESM2","rcp45",2.30792284011841
2072,"heatflux","r5i1p1","CanESM2","rcp45",1.85030007362366
2073,"heatflux","r5i1p1","CanESM2","rcp45",1.23058424393336
2074,"heatflux","r5i1p1","CanESM2","rcp45",1.91979515552521
2075,"heatflux","r5i1p1","CanESM2","rcp45",1.31537400682767
2076,"heatflux","r5i1p1","CanESM2","rcp45",1.80327289551497
2077,"heatflux","r5i1p1","CanESM2","rcp45",1.988011294355
2078,"heatflux","r5i1p1","CanESM2","rcp45",0.697864413261414
2079,"heatflux","r5i1p1","CanESM2","rcp45",1.4471996029218
2080,"heatflux","r5i1p1","CanESM2","rcp45",1.50372216602166
2081,"heatflux","r5i1p1","CanESM2","rcp45",0.959473813573519
2082,"heatflux","r5i1p1","CanESM2","rcp45",1.85490683031579
2083,"heatflux","r5i1p1","CanESM2","rcp45",1.17018410563469
2084,"heatflux","r5i1p1","CanESM2","rcp45",0.965132673581441
2085,"heatflux","r5i1p1","CanESM2","rcp45",1.76721039414406
2086,"heatflux","r5i1p1","CanESM2","rcp45",2.09760511418184
2087,"heatflux","r5i1p1","CanESM2","rcp45",1.13002896929781
2088,"heatflux","r5i1p1","CanESM2","rcp45",0.872293760379156
2089,"heatflux","r5i1p1","CanESM2","rcp45",1.86169088880221
2090,"heatflux","r5i1p1","CanESM2","rcp45",1.38962733869751
2091,"heatflux","r5i1p1","CanESM2","rcp45",1.34514448046684
2092,"heatflux","r5i1p1","CanESM2","rcp45",0.663201848665873
2093,"heatflux","r5i1p1","CanESM2","rcp45",1.43867329011361
2094,"heatflux","r5i1p1","CanESM2","rcp45",1.57318306528032
2095,"heatflux","r5i1p1","CanESM2","rcp45",1.31455990672112
2096,"heatflux","r5i1p1","CanESM2","rcp45",1.48254843552907
2097,"heatflux","r5i1p1","CanESM2","rcp45",1.64029155671597
2098,"heatflux","r5i1p1","CanESM2","rcp45",1.42411178350449
2099,"heatflux","r5i1p1","CanESM2","rcp45",0.887802431980769
2100,"heatflux","r5i1p1","CanESM2","rcp45",1.49051071206729
2006,"heatflux","r5i1p1","MIROC5","rcp45",2.12064592043559
2007,"heatflux","r5i1p1","MIROC5","rcp45",2.27571912606557
2008,"heatflux","r5i1p1","MIROC5","rcp45",1.55581380923589
2009,"heatflux","r5i1p1","MIROC5","rcp45",1.98474383354187
2010,"heatflux","r5i1p1","MIROC5","rcp45",1.83149363597234
2011,"heatflux","r5i1p1","MIROC5","rcp45",2.61729135115941
2012,"heatflux","r5i1p1","MIROC5","rcp45",2.47624719142914
2013,"heatflux","r5i1p1","MIROC5","rcp45",2.25455204645793
2014,"heatflux","r5i1p1","MIROC5","rcp45",2.02256244421005
2015,"heatflux","r5i1p1","MIROC5","rcp45",1.99656810363134
2016,"heatflux","r5i1p1","MIROC5","rcp45",2.61966768900553
2017,"heatflux","r5i1p1","MIROC5","rcp45",1.89843575159709
2018,"heatflux","r5i1p1","MIROC5","rcp45",1.45137615998586
2019,"heatflux","r5i1p1","MIROC5","rcp45",2.01265784104665
2020,"heatflux","r5i1p1","MIROC5","rcp45",2.51094647248586
2021,"heatflux","r5i1p1","MIROC5","rcp45",2.42769596974055
2022,"heatflux","r5i1p1","MIROC5","rcp45",2.10317230224609
2023,"heatflux","r5i1p1","MIROC5","rcp45",2.97938386599223
2024,"heatflux","r5i1p1","MIROC5","rcp45",2.57377056280772
2025,"heatflux","r5i1p1","MIROC5","rcp45",3.01971419652303
2026,"heatflux","r5i1p1","MIROC5","rcp45",1.8491587638855
2027,"heatflux","r5i1p1","MIROC5","rcp45",2.71586002906164
2028,"heatflux","r5i1p1","MIROC5","rcp45",2.86356502771378
2029,"heatflux","r5i1p1","MIROC5","rcp45",2.71201968193054
2030,"heatflux","r5i1p1","MIROC5","rcp45",2.31691300868988
2031,"heatflux","r5i1p1","MIROC5","rcp45",2.45452711979548
2032,"heatflux","r5i1p1","MIROC5","rcp45",2.40812933444977
2033,"heatflux","r5i1p1","MIROC5","rcp45",2.89319334427516
2034,"heatflux","r5i1p1","MIROC5","rcp45",3.27991806467374
2035,"heatflux","r5i1p1","MIROC5","rcp45",2.36563309033712
2006,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.08971190452576
2007,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.60359281301498
2008,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.15587256352107
2009,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.56499922275543
2010,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.67668176690737
2011,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.23576653003693
2012,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.25769117474556
2013,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.16919486721357
2014,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.15700437625249
2015,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.47443247338136
2016,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.3946342865626
2017,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.90455595652262
2018,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.18488002816836
2019,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.94353811380764
2020,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.05912233392398
2021,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.9720782438914
2022,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.46444846844921
2023,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.1450221935908
2024,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.11600045363108
2025,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",2.98787153760592
2026,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.2259666522344
2027,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.83541574080785
2028,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.46270728111267
2029,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.421714548332
2030,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.88339451824625
2031,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.16629635790984
2032,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.93190059065819
2033,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.64481616020203
2034,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.66151909033457
2035,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.44852147003015
2036,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.16526627043883
2037,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.68885175387065
2038,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.39525898297628
2039,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.46107316265504
2040,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.87304745614529
2041,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.8445596943299
2042,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.50998313600818
2043,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.83991048236688
2044,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.29179291178783
2045,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.50084241231283
2046,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.60406691829363
2047,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.67284591744343
2048,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.89837123950322
2049,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.66661682228247
2050,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.2746776441733
2051,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.67215093970299
2052,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.70412817349037
2053,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.98142948746681
2054,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.75540772328774
2055,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.03855208555857
2056,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.42340617626905
2057,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.00016798575719
2058,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.60976959268252
2059,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.85171739260356
2060,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.16032779216766
2061,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.0423633257548
2062,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.04043715198835
2063,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.51600070794423
2064,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.5706562201182
2065,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.88222849865754
2066,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.89982083439827
2067,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.6970122034351
2068,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.58648168295622
2069,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.00674693783124
2070,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.63010601202647
2071,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.996755083402
2072,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.07500932614009
2073,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.74602973461151
2074,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.71012371778488
2075,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.89988219738007
2076,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.66237211227417
2077,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.48659139871597
2078,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.28466405471166
2079,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.32478737831116
2080,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.87167330582937
2081,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.77429998417695
2082,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.36774116257826
2083,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",4.22376321752866
2084,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.68799095352491
2085,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.2782465343674
2086,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.37552399933338
2087,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.58238767584165
2088,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.2654383679231
2089,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.72960658868154
2090,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.61186596751213
2091,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.4835648338
2092,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.05060332765182
2093,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.23948355019093
2094,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.98590257763863
2095,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.27006401618322
2096,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.44548943638802
2097,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.89059607835952
2098,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.59016003583868
2099,"heatflux","r5i1p1","MIROC-ESM-CHEM","rcp45",3.81484693288803
2006,"heatflux","r5i1p1","MIROC5","rcp60",2.24320499102275
2007,"heatflux","r5i1p1","MIROC5","rcp60",2.33672738075256
2008,"heatflux","r5i1p1","MIROC5","rcp60",1.84537661075592
2009,"heatflux","r5i1p1","MIROC5","rcp60",2.04207706451416
2010,"heatflux","r5i1p1","MIROC5","rcp60",2.34910945097605
2011,"heatflux","r5i1p1","MIROC5","rcp60",2.66189932823181
2012,"heatflux","r5i1p1","MIROC5","rcp60",2.56352130572001
2013,"heatflux","r5i1p1","MIROC5","rcp60",1.91852579514186
2014,"heatflux","r5i1p1","MIROC5","rcp60",1.56785406668981
2015,"heatflux","r5i1p1","MIROC5","rcp60",2.12956873575846
2016,"heatflux","r5i1p1","MIROC5","rcp60",2.96760340531667
2017,"heatflux","r5i1p1","MIROC5","rcp60",2.73425177733103
2018,"heatflux","r5i1p1","MIROC5","rcp60",2.05304070313772
2019,"heatflux","r5i1p1","MIROC5","rcp60",1.16175601879756
2020,"heatflux","r5i1p1","MIROC5","rcp60",2.2565366824468
2021,"heatflux","r5i1p1","MIROC5","rcp60",2.79302901029587
2022,"heatflux","r5i1p1","MIROC5","rcp60",2.56305464108785
2023,"heatflux","r5i1p1","MIROC5","rcp60",2.28487281004588
2024,"heatflux","r5i1p1","MIROC5","rcp60",1.55857159694036
2025,"heatflux","r5i1p1","MIROC5","rcp60",1.9262353181839
2026,"heatflux","r5i1p1","MIROC5","rcp60",2.37003699938456
2027,"heatflux","r5i1p1","MIROC5","rcp60",3.00973453124364
2028,"heatflux","r5i1p1","MIROC5","rcp60",2.90070947011312
2029,"heatflux","r5i1p1","MIROC5","rcp60",2.42442591985067
2030,"heatflux","r5i1p1","MIROC5","rcp60",2.49628182252248
2031,"heatflux","r5i1p1","MIROC5","rcp60",1.84546931584676
2032,"heatflux","r5i1p1","MIROC5","rcp60",1.46937382221222
2033,"heatflux","r5i1p1","MIROC5","rcp60",2.37448145945867
2034,"heatflux","r5i1p1","MIROC5","rcp60",3.21575599908829
2035,"heatflux","r5i1p1","MIROC5","rcp60",2.5004655122757
2006,"heatflux","r5i1p1","CanESM2","rcp85",0.881496797005335
2007,"heatflux","r5i1p1","CanESM2","rcp85",1.36812015374502
2008,"heatflux","r5i1p1","CanESM2","rcp85",2.33736074964205
2009,"heatflux","r5i1p1","CanESM2","rcp85",1.43350410461426
2010,"heatflux","r5i1p1","CanESM2","rcp85",1.06364341576894
2011,"heatflux","r5i1p1","CanESM2","rcp85",2.36530819535255
2012,"heatflux","r5i1p1","CanESM2","rcp85",1.53210015098254
2013,"heatflux","r5i1p1","CanESM2","rcp85",1.45625282327334
2014,"heatflux","r5i1p1","CanESM2","rcp85",1.05911813179652
2015,"heatflux","r5i1p1","CanESM2","rcp85",1.45415506760279
2016,"heatflux","r5i1p1","CanESM2","rcp85",0.828460514545441
2017,"heatflux","r5i1p1","CanESM2","rcp85",0.970284203688304
2018,"heatflux","r5i1p1","CanESM2","rcp85",2.0308744708697
2019,"heatflux","r5i1p1","CanESM2","rcp85",1.55900940919916
2020,"heatflux","r5i1p1","CanESM2","rcp85",1.10283281157414
2021,"heatflux","r5i1p1","CanESM2","rcp85",1.78758138418198
2022,"heatflux","r5i1p1","CanESM2","rcp85",2.11300857365131
2023,"heatflux","r5i1p1","CanESM2","rcp85",1.4422921538353
2024,"heatflux","r5i1p1","CanESM2","rcp85",1.00667081276576
2025,"heatflux","r5i1p1","CanESM2","rcp85",2.32147014016906
2026,"heatflux","r5i1p1","CanESM2","rcp85",2.37815105542541
2027,"heatflux","r5i1p1","CanESM2","rcp85",1.50422582030296
2028,"heatflux","r5i1p1","CanESM2","rcp85",1.73861968517303
2029,"heatflux","r5i1p1","CanESM2","rcp85",1.49531246225039
2030,"heatflux","r5i1p1","CanESM2","rcp85",1.75206420818965
2031,"heatflux","r5i1p1","CanESM2","rcp85",1.71091310679913
2032,"heatflux","r5i1p1","CanESM2","rcp85",1.56377178430557
2033,"heatflux","r5i1p1","CanESM2","rcp85",1.78351794183254
2034,"heatflux","r5i1p1","CanESM2","rcp85",2.37545640766621
2035,"heatflux","r5i1p1","CanESM2","rcp85",1.69024941821893
2036,"heatflux","r5i1p1","CanESM2","rcp85",2.5472157249848
2037,"heatflux","r5i1p1","CanESM2","rcp85",1.94216249883175
2038,"heatflux","r5i1p1","CanESM2","rcp85",2.65204907457034
2039,"heatflux","r5i1p1","CanESM2","rcp85",1.79536726077398
2040,"heatflux","r5i1p1","CanESM2","rcp85",1.11210064093272
2041,"heatflux","r5i1p1","CanESM2","rcp85",2.37557690342267
2042,"heatflux","r5i1p1","CanESM2","rcp85",2.84772380193075
2043,"heatflux","r5i1p1","CanESM2","rcp85",1.78789998590946
2044,"heatflux","r5i1p1","CanESM2","rcp85",1.52262120445569
2045,"heatflux","r5i1p1","CanESM2","rcp85",2.74388431509336
2046,"heatflux","r5i1p1","CanESM2","rcp85",1.90583062668641
2047,"heatflux","r5i1p1","CanESM2","rcp85",1.72646812597911
2048,"heatflux","r5i1p1","CanESM2","rcp85",1.69579913218816
2049,"heatflux","r5i1p1","CanESM2","rcp85",2.99243519703547
2050,"heatflux","r5i1p1","CanESM2","rcp85",2.5408519692719
2051,"heatflux","r5i1p1","CanESM2","rcp85",2.1602975934123
2052,"heatflux","r5i1p1","CanESM2","rcp85",2.44744114081065
2053,"heatflux","r5i1p1","CanESM2","rcp85",2.17549522469441
2054,"heatflux","r5i1p1","CanESM2","rcp85",3.04036489377419
2055,"heatflux","r5i1p1","CanESM2","rcp85",2.41805261870225
2056,"heatflux","r5i1p1","CanESM2","rcp85",2.72496496637662
2057,"heatflux","r5i1p1","CanESM2","rcp85",1.91857422019045
2058,"heatflux","r5i1p1","CanESM2","rcp85",2.75973015030225
2059,"heatflux","r5i1p1","CanESM2","rcp85",3.36053921282291
2060,"heatflux","r5i1p1","CanESM2","rcp85",2.17152653882901
2061,"heatflux","r5i1p1","CanESM2","rcp85",3.51800774534543
2062,"heatflux","r5i1p1","CanESM2","rcp85",3.00948837865144
2063,"heatflux","r5i1p1","CanESM2","rcp85",2.79253857086102
2064,"heatflux","r5i1p1","CanESM2","rcp85",2.7883049249649
2065,"heatflux","r5i1p1","CanESM2","rcp85",3.18833981951078
2066,"heatflux","r5i1p1","CanESM2","rcp85",2.8122218499581
2067,"heatflux","r5i1p1","CanESM2","rcp85",2.66300564010938
2068,"heatflux","r5i1p1","CanESM2","rcp85",2.99962601065636
2069,"heatflux","r5i1p1","CanESM2","rcp85",3.49897533655167
2070,"heatflux","r5i1p1","CanESM2","rcp85",2.41130589445432
2071,"heatflux","r5i1p1","CanESM2","rcp85",3.01368684569995
2072,"heatflux","r5i1p1","CanESM2","rcp85",3.33768906195958
2073,"heatflux","r5i1p1","CanESM2","rcp85",3.24391975005468
2074,"heatflux","r5i1p1","CanESM2","rcp85",2.85040314992269
2075,"heatflux","r5i1p1","CanESM2","rcp85",2.77327581246694
2076,"heatflux","r5i1p1","CanESM2","rcp85",2.89379107952118
2077,"heatflux","r5i1p1","CanESM2","rcp85",3.0728261868159
2078,"heatflux","r5i1p1","CanESM2","rcp85",3.09523429473241
2079,"heatflux","r5i1p1","CanESM2","rcp85",2.86618705093861
2080,"heatflux","r5i1p1","CanESM2","rcp85",3.4384524623553
2081,"heatflux","r5i1p1","CanESM2","rcp85",3.87185069918633
2082,"heatflux","r5i1p1","CanESM2","rcp85",3.0773610273997
2083,"heatflux","r5i1p1","CanESM2","rcp85",3.23204170664152
2084,"heatflux","r5i1p1","CanESM2","rcp85",3.43573025862376
2085,"heatflux","r5i1p1","CanESM2","rcp85",3.63482399781545
2086,"heatflux","r5i1p1","CanESM2","rcp85",3.75992690523465
2087,"heatflux","r5i1p1","CanESM2","rcp85",3.23891091346741
2088,"heatflux","r5i1p1","CanESM2","rcp85",3.13394329572717
2089,"heatflux","r5i1p1","CanESM2","rcp85",3.93132708470027
2090,"heatflux","r5i1p1","CanESM2","rcp85",3.31225574016571
2091,"heatflux","r5i1p1","CanESM2","rcp85",3.19724786281586
2092,"heatflux","r5i1p1","CanESM2","rcp85",3.34943427145481
2093,"heatflux","r5i1p1","CanESM2","rcp85",2.92261810104052
2094,"heatflux","r5i1p1","CanESM2","rcp85",3.64294059574604
2095,"heatflux","r5i1p1","CanESM2","rcp85",3.64402790864309
2096,"heatflux","r5i1p1","CanESM2","rcp85",3.78706113497416
2097,"heatflux","r5i1p1","CanESM2","rcp85",3.40998633702596
2098,"heatflux","r5i1p1","CanESM2","rcp85",3.34255235890547
2099,"heatflux","r5i1p1","CanESM2","rcp85",3.151835501194
2100,"heatflux","r5i1p1","CanESM2","rcp85",3.90853052337964
2006,"heatflux","r5i1p1","MIROC5","rcp85",2.15800265471141
2007,"heatflux","r5i1p1","MIROC5","rcp85",2.1063353617986
2008,"heatflux","r5i1p1","MIROC5","rcp85",1.95714875062307
2009,"heatflux","r5i1p1","MIROC5","rcp85",1.4213783343633
2010,"heatflux","r5i1p1","MIROC5","rcp85",2.09813753763835
2011,"heatflux","r5i1p1","MIROC5","rcp85",2.07570445537567
2012,"heatflux","r5i1p1","MIROC5","rcp85",2.62041894594828
2013,"heatflux","r5i1p1","MIROC5","rcp85",2.36988844474157
2014,"heatflux","r5i1p1","MIROC5","rcp85",1.9314470688502
2015,"heatflux","r5i1p1","MIROC5","rcp85",1.90656781196594
2016,"heatflux","r5i1p1","MIROC5","rcp85",3.10493870576223
2017,"heatflux","r5i1p1","MIROC5","rcp85",2.80125280221303
2018,"heatflux","r5i1p1","MIROC5","rcp85",2.25848376750946
2019,"heatflux","r5i1p1","MIROC5","rcp85",1.81835476557414
2020,"heatflux","r5i1p1","MIROC5","rcp85",2.43595727284749
2021,"heatflux","r5i1p1","MIROC5","rcp85",2.91045232613881
2022,"heatflux","r5i1p1","MIROC5","rcp85",3.05104996760686
2023,"heatflux","r5i1p1","MIROC5","rcp85",2.49638829628626
2024,"heatflux","r5i1p1","MIROC5","rcp85",2.5696755250295
2025,"heatflux","r5i1p1","MIROC5","rcp85",1.57364360491435
2026,"heatflux","r5i1p1","MIROC5","rcp85",2.64930009841919
2027,"heatflux","r5i1p1","MIROC5","rcp85",2.65946501493454
2028,"heatflux","r5i1p1","MIROC5","rcp85",2.39031048615774
2029,"heatflux","r5i1p1","MIROC5","rcp85",2.79178245862325
2030,"heatflux","r5i1p1","MIROC5","rcp85",2.95392509301504
2031,"heatflux","r5i1p1","MIROC5","rcp85",2.56722637017568
2032,"heatflux","r5i1p1","MIROC5","rcp85",3.16924462715785
2033,"heatflux","r5i1p1","MIROC5","rcp85",3.20450296004613
2034,"heatflux","r5i1p1","MIROC5","rcp85",2.06635038057963
2035,"heatflux","r5i1p1","MIROC5","rcp85",1.96196019649506
1850,"heatflux","r5i1p2","GISS-E2-H","historical",1.74652703603109
1851,"heatflux","r5i1p2","GISS-E2-H","historical",1.82075551152229
1852,"heatflux","r5i1p2","GISS-E2-H","historical",1.84465277194977
1853,"heatflux","r5i1p2","GISS-E2-H","historical",1.81285123030345
1854,"heatflux","r5i1p2","GISS-E2-H","historical",1.48439800739288
1855,"heatflux","r5i1p2","GISS-E2-H","historical",1.66109915574392
1856,"heatflux","r5i1p2","GISS-E2-H","historical",1.15909659862518
1857,"heatflux","r5i1p2","GISS-E2-H","historical",0.285164753595988
1858,"heatflux","r5i1p2","GISS-E2-H","historical",0.897302707036336
1859,"heatflux","r5i1p2","GISS-E2-H","historical",1.9335311849912
1860,"heatflux","r5i1p2","GISS-E2-H","historical",2.13152496019999
1861,"heatflux","r5i1p2","GISS-E2-H","historical",1.74382176001867
1862,"heatflux","r5i1p2","GISS-E2-H","historical",1.46994827191035
1863,"heatflux","r5i1p2","GISS-E2-H","historical",1.65272164344788
1864,"heatflux","r5i1p2","GISS-E2-H","historical",1.68721520900726
1865,"heatflux","r5i1p2","GISS-E2-H","historical",1.52229909102122
1866,"heatflux","r5i1p2","GISS-E2-H","historical",1.87729049722354
1867,"heatflux","r5i1p2","GISS-E2-H","historical",1.50885530312856
1868,"heatflux","r5i1p2","GISS-E2-H","historical",1.96843047936757
1869,"heatflux","r5i1p2","GISS-E2-H","historical",1.80853074789047
1870,"heatflux","r5i1p2","GISS-E2-H","historical",1.23842819531759
1871,"heatflux","r5i1p2","GISS-E2-H","historical",1.87691988547643
1872,"heatflux","r5i1p2","GISS-E2-H","historical",1.96564131975174
1873,"heatflux","r5i1p2","GISS-E2-H","historical",1.49752962589264
1874,"heatflux","r5i1p2","GISS-E2-H","historical",1.27553429206212
1875,"heatflux","r5i1p2","GISS-E2-H","historical",1.2820037206014
1876,"heatflux","r5i1p2","GISS-E2-H","historical",1.03350977102915
1877,"heatflux","r5i1p2","GISS-E2-H","historical",1.17967675129573
1878,"heatflux","r5i1p2","GISS-E2-H","historical",1.65991910298665
1879,"heatflux","r5i1p2","GISS-E2-H","historical",1.84661424160004
1880,"heatflux","r5i1p2","GISS-E2-H","historical",1.61469558874766
1881,"heatflux","r5i1p2","GISS-E2-H","historical",1.44083321094513
1882,"heatflux","r5i1p2","GISS-E2-H","historical",1.70307113726934
1883,"heatflux","r5i1p2","GISS-E2-H","historical",0.333816925684611
1884,"heatflux","r5i1p2","GISS-E2-H","historical",-1.83210999766986
1885,"heatflux","r5i1p2","GISS-E2-H","historical",1.30198220411936
1886,"heatflux","r5i1p2","GISS-E2-H","historical",1.59350474675496
1887,"heatflux","r5i1p2","GISS-E2-H","historical",1.01222262779872
1888,"heatflux","r5i1p2","GISS-E2-H","historical",1.75574606657028
1889,"heatflux","r5i1p2","GISS-E2-H","historical",0.857469002405802
1890,"heatflux","r5i1p2","GISS-E2-H","historical",1.18022561073303
1891,"heatflux","r5i1p2","GISS-E2-H","historical",1.24924765030543
1892,"heatflux","r5i1p2","GISS-E2-H","historical",1.58933113018672
1893,"heatflux","r5i1p2","GISS-E2-H","historical",2.02188185850779
