"year","variable","ensemble","model","experiment","value","unit"
1880,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.925115327040354,"W/m2"
1881,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.07421775658925,"W/m2"
1882,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.76186329126358,"W/m2"
1883,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.365314140915871,"W/m2"
1884,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.983549346526464,"W/m2"
1885,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.307920525471369,"W/m2"
1886,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.780053615570068,"W/m2"
1887,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.614652593930562,"W/m2"
1888,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.06377039353053,"W/m2"
1889,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.962657024463018,"W/m2"
1890,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.0939133564631144,"W/m2"
1891,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.655366440614065,"W/m2"
1892,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.16900517543157,"W/m2"
1893,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.09387222925822,"W/m2"
1894,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.897882103919983,"W/m2"
1895,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.869320670763651,"W/m2"
1896,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.582462330659231,"W/m2"
1897,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.68400303522746,"W/m2"
1898,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.785122752189636,"W/m2"
1899,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.36291819810867,"W/m2"
1900,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.18215902646383,"W/m2"
1901,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.42604454358419,"W/m2"
1902,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.254127701123555,"W/m2"
1903,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.0433573126792908,"W/m2"
1904,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.74619060754776,"W/m2"
1905,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.0042926967144,"W/m2"
1906,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.67023181915283,"W/m2"
1907,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.44980746507645,"W/m2"
1908,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.20983382066091,"W/m2"
1909,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.07943689823151,"W/m2"
1910,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.973937491575877,"W/m2"
1911,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.0552500685056,"W/m2"
1912,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.747055451075236,"W/m2"
1913,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.650228957335154,"W/m2"
1914,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.239458898703257,"W/m2"
1915,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.00921726226807,"W/m2"
1916,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.659034709135691,"W/m2"
1917,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.07079509894053,"W/m2"
1918,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.03439861536026,"W/m2"
1919,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.11638778448105,"W/m2"
1920,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.12949194510778,"W/m2"
1921,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.803770124912262,"W/m2"
1922,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.25856105486552,"W/m2"
1923,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.2314753929774,"W/m2"
1924,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.27970759073893,"W/m2"
1925,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.302406286199888,"W/m2"
1926,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.148133456707,"W/m2"
1927,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.60682479540507,"W/m2"
1928,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.45740316311518,"W/m2"
1929,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.17141473293304,"W/m2"
1930,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.0344362060229,"W/m2"
1931,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.686913301547368,"W/m2"
1932,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.896514981985092,"W/m2"
1933,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.22208185990651,"W/m2"
1934,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.954051653544108,"W/m2"
1935,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.05328595638275,"W/m2"
1936,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.19817207256953,"W/m2"
1937,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.52381797631582,"W/m2"
1938,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.881408870220184,"W/m2"
1939,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.02956215540568,"W/m2"
1940,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.984976788361867,"W/m2"
1941,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.511969983577728,"W/m2"
1942,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.909986972808838,"W/m2"
1943,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.4277687172095,"W/m2"
1944,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.45959750811259,"W/m2"
1945,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.61957695086797,"W/m2"
1946,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.562193751335144,"W/m2"
1947,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.03176136811574,"W/m2"
1948,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.953418691953023,"W/m2"
1949,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.861850440502167,"W/m2"
1950,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.779882957537969,"W/m2"
1951,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.833283096551895,"W/m2"
1952,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.922804574171702,"W/m2"
1953,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.750103235244751,"W/m2"
1954,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.19806251923243,"W/m2"
1955,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.488116323947906,"W/m2"
1956,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.63773973782857,"W/m2"
1957,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.13200300931931,"W/m2"
1958,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.862348635991414,"W/m2"
1959,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.712609171867371,"W/m2"
1960,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.27658645311991,"W/m2"
1961,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.761246581872304,"W/m2"
1962,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.581362138191859,"W/m2"
1963,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.275948882102966,"W/m2"
1964,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.485832552115122,"W/m2"
1965,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.90382198492686,"W/m2"
1966,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.40055914223194,"W/m2"
1967,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.74691311518351,"W/m2"
1968,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.38876994450887,"W/m2"
1969,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.00927243630091349,"W/m2"
1970,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.20481735467911,"W/m2"
1971,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.17736901839574,"W/m2"
1972,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.00244279702504,"W/m2"
1973,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.616565366586049,"W/m2"
1974,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.885398586591085,"W/m2"
1975,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.416944742202759,"W/m2"
1976,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.471402923266093,"W/m2"
1977,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.36299902200699,"W/m2"
1978,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.24217750628789,"W/m2"
1979,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.92959960301717,"W/m2"
1980,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.14308555920919,"W/m2"
1981,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.27841375271479,"W/m2"
1982,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.748990376790365,"W/m2"
1983,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.26019654671351,"W/m2"
1984,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.818575114011765,"W/m2"
1985,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.00171571969986,"W/m2"
1986,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.51622839768728,"W/m2"
1987,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.14762872457504,"W/m2"
1988,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.17457014322281,"W/m2"
1989,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.74878535668055,"W/m2"
1990,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.15394465128581,"W/m2"
1991,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.210772375265757,"W/m2"
1992,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",-0.703765253225962,"W/m2"
1993,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.769767949978511,"W/m2"
1994,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.56119374434153,"W/m2"
1995,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.80012779434522,"W/m2"
1996,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.80793833732605,"W/m2"
1997,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",0.206038614114126,"W/m2"
1998,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.47086010376612,"W/m2"
1999,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.70058226585388,"W/m2"
2000,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.67929299672445,"W/m2"
2001,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",2.28063407540321,"W/m2"
2002,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.74276753266652,"W/m2"
2003,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.58337492744128,"W/m2"
2004,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.60684535900752,"W/m2"
2005,"heatflux","r1i1p1","HadGEM2-ES","esmHistorical",1.71485175689061,"W/m2"
1850,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.89266226689021,"W/m2"
1851,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.26556670665741,"W/m2"
1852,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.70001991589864,"W/m2"
1853,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.77488045891126,"W/m2"
1854,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.87512637178103,"W/m2"
1855,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.07081280152003,"W/m2"
1856,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.558185080687205,"W/m2"
1857,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.09967986742655,"W/m2"
1858,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",0.730679631233215,"W/m2"
1859,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.93694918354352,"W/m2"
1903,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",-3.08137063185374,"W/m2"
1904,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.64030462503433,"W/m2"
1905,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.06525023281574,"W/m2"
1906,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.94936279455821,"W/m2"
1907,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.23262740174929,"W/m2"
1908,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.36687271793683,"W/m2"
1909,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.28056716918945,"W/m2"
1910,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.13558844725291,"W/m2"
1911,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",1.72293714682261,"W/m2"
1912,"heatflux","r1i1p1","MIROC-ESM","esmHistorical",2.14902075131734,"W/m2"
2006,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.2522841890653,"W/m2"
2007,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.06814874553432,"W/m2"
2008,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.51851139465968,"W/m2"
2009,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.68824328978856,"W/m2"
2010,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.59709431168934,"W/m2"
2011,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.06549205382665,"W/m2"
2012,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.24018215139707,"W/m2"
2013,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.01826599861185,"W/m2"
2014,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.40036174530784,"W/m2"
2015,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.21127116680145,"W/m2"
2016,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.45388157169024,"W/m2"
2017,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.40219084421794,"W/m2"
2018,"heatflux","r1i1p1","BNU-ESM","esmrcp85",1.91316854953766,"W/m2"
2019,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.49252744019032,"W/m2"
2020,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.22694913546244,"W/m2"
2021,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.84535312155883,"W/m2"
2022,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.68589666734139,"W/m2"
2023,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.54080365846554,"W/m2"
2024,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.42483597248793,"W/m2"
2025,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.31007619698842,"W/m2"
2026,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.4591027845939,"W/m2"
2027,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.20738655328751,"W/m2"
2028,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.10895688335101,"W/m2"
2029,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.45544791966677,"W/m2"
2030,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.27224743366241,"W/m2"
2031,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.94043908019861,"W/m2"
2032,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.98872663577398,"W/m2"
2033,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.76039172212283,"W/m2"
2034,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.24149082849423,"W/m2"
2035,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.69186968294283,"W/m2"
2036,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.25001715868711,"W/m2"
2037,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.76539351542791,"W/m2"
2038,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.69239703317483,"W/m2"
2039,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.378155986468,"W/m2"
2040,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.43173692189157,"W/m2"
2041,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.12976331512133,"W/m2"
2042,"heatflux","r1i1p1","BNU-ESM","esmrcp85",2.6498036980629,"W/m2"
2043,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.11551843583584,"W/m2"
2044,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.26060725500186,"W/m2"
2045,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.70624876519044,"W/m2"
2046,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.00953302780787,"W/m2"
2047,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.12470630804698,"W/m2"
2048,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.3464593688647,"W/m2"
2049,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.93851624429226,"W/m2"
2050,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.18838011225065,"W/m2"
2051,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.86500972509384,"W/m2"
2052,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.67567450801531,"W/m2"
2053,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.28993954261144,"W/m2"
2054,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.88514033953349,"W/m2"
2055,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.24365635961294,"W/m2"
2056,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.97093353668849,"W/m2"
2057,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.2499407629172,"W/m2"
2058,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.77555648485819,"W/m2"
2059,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.38382723679145,"W/m2"
2061,"heatflux","r1i1p1","BNU-ESM","esmrcp85",3.65220714608828,"W/m2"
2063,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.11710162957509,"W/m2"
2065,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.35544778282444,"W/m2"
2066,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.09257851044337,"W/m2"
2067,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.09243418773015,"W/m2"
2068,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.10412956774235,"W/m2"
2069,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.40047266085943,"W/m2"
2071,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.39037702480952,"W/m2"
2073,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.3895122508208,"W/m2"
2077,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.45402634143829,"W/m2"
2081,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.44466907406847,"W/m2"
2084,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.26541387289762,"W/m2"
2085,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.20503208041191,"W/m2"
2094,"heatflux","r1i1p1","BNU-ESM","esmrcp85",4.27394476532936,"W/m2"
2006,"heatflux","r1i1p1","CanESM2","esmrcp85",3.18709086378415,"W/m2"
2009,"heatflux","r1i1p1","CanESM2","esmrcp85",4.44926877816518,"W/m2"
2011,"heatflux","r1i1p1","CanESM2","esmrcp85",2.41897114614646,"W/m2"
2012,"heatflux","r1i1p1","CanESM2","esmrcp85",2.7021323343118,"W/m2"
2015,"heatflux","r1i1p1","CanESM2","esmrcp85",3.83142806962132,"W/m2"
2017,"heatflux","r1i1p1","CanESM2","esmrcp85",3.29471696416537,"W/m2"
2018,"heatflux","r1i1p1","CanESM2","esmrcp85",2.71778646111488,"W/m2"
2024,"heatflux","r1i1p1","CanESM2","esmrcp85",3.70509858926137,"W/m2"
2027,"heatflux","r1i1p1","CanESM2","esmrcp85",0.937231222788493,"W/m2"
2028,"heatflux","r1i1p1","CanESM2","esmrcp85",4.25578036904335,"W/m2"
2030,"heatflux","r1i1p1","CanESM2","esmrcp85",3.26133506496747,"W/m2"
2037,"heatflux","r1i1p1","CanESM2","esmrcp85",3.32972833265861,"W/m2"
2040,"heatflux","r1i1p1","CanESM2","esmrcp85",4.11969394485156,"W/m2"
2041,"heatflux","r1i1p1","CanESM2","esmrcp85",4.12944390128056,"W/m2"
2046,"heatflux","r1i1p1","CanESM2","esmrcp85",4.09228887160619,"W/m2"
2048,"heatflux","r1i1p1","CanESM2","esmrcp85",4.05125253399213,"W/m2"
2055,"heatflux","r1i1p1","CanESM2","esmrcp85",4.43290648361047,"W/m2"
2057,"heatflux","r1i1p1","CanESM2","esmrcp85",4.35412172476451,"W/m2"
2058,"heatflux","r1i1p1","CanESM2","esmrcp85",4.03347690900167,"W/m2"
2066,"heatflux","r1i1p1","CanESM2","esmrcp85",2.81087537109852,"W/m2"
2067,"heatflux","r1i1p1","CanESM2","esmrcp85",3.92992559075356,"W/m2"
2073,"heatflux","r1i1p1","CanESM2","esmrcp85",3.45590928693612,"W/m2"
2077,"heatflux","r1i1p1","CanESM2","esmrcp85",4.17896534999212,"W/m2"
2085,"heatflux","r1i1p1","CanESM2","esmrcp85",4.34351426362991,"W/m2"
2094,"heatflux","r1i1p1","CanESM2","esmrcp85",4.47751975556215,"W/m2"
2006,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.81810972094536,"W/m2"
2007,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.15837137028575,"W/m2"
2008,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.99507905046145,"W/m2"
2009,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.821822732687,"W/m2"
2010,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.33126786351204,"W/m2"
2011,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.82122608025869,"W/m2"
2012,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.09182375669479,"W/m2"
2013,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.28750122586886,"W/m2"
2014,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.44860341151555,"W/m2"
2015,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",1.77036361396313,"W/m2"
2016,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.38516145944595,"W/m2"
2017,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.47607086102168,"W/m2"
2018,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.86360980818669,"W/m2"
2019,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.00248512625694,"W/m2"
2020,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.79316977659861,"W/m2"
2021,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.52101125319799,"W/m2"
2022,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.55212914943695,"W/m2"
2023,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.77488219295628,"W/m2"
2024,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.63351609309514,"W/m2"
2025,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.2138273815314,"W/m2"
2026,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.88806500037511,"W/m2"
2027,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.66665192445119,"W/m2"
2028,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.67955489953359,"W/m2"
2029,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.97514874239763,"W/m2"
2030,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.54453335205714,"W/m2"
2031,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.77217451917628,"W/m2"
2032,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.99419500430425,"W/m2"
2033,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.91474036375682,"W/m2"
2034,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.95998244484266,"W/m2"
2035,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.98378689090411,"W/m2"
2036,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.42471484343211,"W/m2"
2037,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.98739397525787,"W/m2"
2038,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.72316055744886,"W/m2"
2039,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.32751203080018,"W/m2"
2040,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.24516911804676,"W/m2"
2041,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.76873389879862,"W/m2"
2042,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.73758769035339,"W/m2"
2043,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.50453585386276,"W/m2"
2044,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.07244958480199,"W/m2"
2045,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.14069511493047,"W/m2"
2046,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.59346810976664,"W/m2"
2047,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.54361433784167,"W/m2"
2048,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",2.90337159236272,"W/m2"
2049,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.3147984991471,"W/m2"
2050,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.0834477742513,"W/m2"
2051,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.01772903402646,"W/m2"
2052,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.5777791539828,"W/m2"
2053,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.39665573835373,"W/m2"
2054,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.01654917001724,"W/m2"
2055,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.29524725675583,"W/m2"
2056,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.70368178685506,"W/m2"
2057,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.8571406006813,"W/m2"
2058,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.75798191626867,"W/m2"
2059,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.71879629294078,"W/m2"
2060,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",4.37605543931325,"W/m2"
2061,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.46785696347555,"W/m2"
2062,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.53716800610224,"W/m2"
2063,"heatflux","r1i1p1","CESM1-BGC","esmrcp85",3.70201899607976,"W/m2"
